Unnamed: 0,id,image,text,title,url,full_description,translation
55,CINEMATIC,https://mynoise.net/Data/CINEMATIC/bg.jpg,"Feeling Like A Samurai This soundscape overflows with contrasts - on one side, the loud drumming of giant taiko drums; on the other, the quiet breathing of the small shakuhachi flute and the subtle tones of the guqin . Although these instruments aren't normally played together, as the taiko drum tends to overpower the other two, here on myNoise you can mix them to your taste. Create a cinematic soundscape to inspire you with the history and power of the East - the same drumming that motivated troops at war in feudal Japan can now stimulate you at work! Do you know that all myNoise generators are carefully designed to blend perfectly with each other? Try combining this sound generator with other myNoise generators such as the Three Friends of Winter . Be prepared for a very emotional experience... ",Cinematic East,https://mynoise.net/NoiseMachines/cinematicEasternSoundscapeGenerator.php,"Cinematic East
Feeling Like A Samurai This soundscape overflows with contrasts - on one side, the loud drumming of giant taiko drums; on the other, the quiet breathing of the small shakuhachi flute and the subtle tones of the guqin . Although these instruments aren't normally played together, as the taiko drum tends to overpower the other two, here on myNoise you can mix them to your taste. Create a cinematic soundscape to inspire you with the history and power of the East - the same drumming that motivated troops at war in feudal Japan can now stimulate you at work! Do you know that all myNoise generators are carefully designed to blend perfectly with each other? Try combining this sound generator with other myNoise generators such as the Three Friends of Winter . Be prepared for a very emotional experience... ","Кинематографичный Востоке
Чувствуя, как самурай этот звуковой переполнено контрастами - с одной стороны, громко барабаня гигантских барабанов тайко; с другой стороны, спокойное дыхание маленькой флейте сякухати и нежные тона на Цине . Хотя эти приборы, обычно, не играли вместе, как тайко барабан, как правило, чтобы одолеть двух других, здесь на myNoise вы можете смешивать их на свой вкус. Создать кинематографический звуковой, чтобы вдохновить вас с историей и силу Востока - те же барабаны, что мотивированные войска воюют в феодальной Японии теперь может стимулировать вас на работе! Вы знаете, что все генераторы myNoise тщательно разработаны, чтобы прекрасно сочетаются друг с другом? Попробуйте соединить этот звук генератора с другими генераторами myNoise, такие как Трое друзей зимы . Будьте готовы к очень эмоциональный опыт... "
56,WHITEBURSTS,https://mynoise.net/Data/WHITEBURSTS/bg.jpg,"Tinnitus Bu(r)ster Interactions between sounds and tinnitus are real. Certain sounds can induce tinnitus, while others can alter your perception of it, mask it, or even suppress it. Sometimes, a simple white noise generator will do the trick. Sometimes, more complex sound sources are needed, such as our tinnitus neuromodulator , which can mask your tinnitus while the sound generator plays and quieten it when the generator stops. Now, don’t be misled—not all tinnitus can be treated with simple sound therapy, and no single sound stimulus has proven effective for all tinnitus sufferers. All the serious studies are very clear about this. This is also why you can find so many different sound stimuli on the market. This noise generator – White Bursts – is an alternative to classic static white noise. Research has shown that patterned sounds can be more effective for some individuals than static sounds since time-varying signals induce stronger cortex responses. Silence is also important because it lets the ear recover from the stimulus. That’s why our white-noise burst generator alternates between periods of intense stimulus and silence. ",White Bursts,https://mynoise.net/NoiseMachines/whiteBurstsNoiseGenerator.php,"White Bursts
Tinnitus Bu(r)ster Interactions between sounds and tinnitus are real. Certain sounds can induce tinnitus, while others can alter your perception of it, mask it, or even suppress it. Sometimes, a simple white noise generator will do the trick. Sometimes, more complex sound sources are needed, such as our tinnitus neuromodulator , which can mask your tinnitus while the sound generator plays and quieten it when the generator stops. Now, don’t be misled—not all tinnitus can be treated with simple sound therapy, and no single sound stimulus has proven effective for all tinnitus sufferers. All the serious studies are very clear about this. This is also why you can find so many different sound stimuli on the market. This noise generator – White Bursts – is an alternative to classic static white noise. Research has shown that patterned sounds can be more effective for some individuals than static sounds since time-varying signals induce stronger cortex responses. Silence is also important because it lets the ear recover from the stimulus. That’s why our white-noise burst generator alternates between periods of intense stimulus and silence. ","Белые Всплески
Шум в ушах Бу(Р)взаимодействий стер между звуками и шум в ушах являются реальными. Некоторые звуки могут вызывать шум в ушах, в то время как другие могут изменять ваше восприятие его, замаскировать его, или даже подавлять его. Иногда, простой генератор белого шума будет делать трюк. Иногда, более сложные источники звука, такие как наши нейромодулятора шум в ушах , который может маскировать ваших ушах в то время как звук играет генератор и успокоить его, когда генератор останавливается. Теперь, не надо вводить в заблуждение—не все звон в ушах можно лечить с помощью простой звуковой терапии, и ни один звук стимулом эффективной для всех больных шум в ушах. Все серьезные исследования очень ясно говорит об этом. Именно поэтому вы можете найти очень много различных звуковых раздражителей на рынке. Этот генератор шума – белые всплески – это альтернатива классической статический белый шум. Исследования показали, что узорные звуки могут быть более эффективными для некоторых людей, чем статические звучит так, как изменяющиеся во времени сигналы вызывают более сильные реакции коры. Молчание-это тоже важно, потому что позволяет восстановить ухо от раздражителя. Поэтому наш белый шум взрыв генератора чередуется между периодами интенсивного стимулирования и тишина. "
57,NAGLE,https://mynoise.net/Data/NAGLE/bg.jpg, This generator is available as a free download for our free myNoise iOS and myNoise Android Apps!,Take It Easy,https://mynoise.net/NoiseMachines/paulNagleSequenceGenerator.php,"Take It Easy
 This generator is available as a free download for our free myNoise iOS and myNoise Android Apps!","Успокойтесь
Этот генератор доступен в качестве бесплатного скачивания на нашу бесплатную myNoise iOS и myNoise приложения Android!"
58,SPACESHIP,https://mynoise.net/Data/SPACESHIP/bg.jpg,"The Soundscape for Science Fiction fans Star Trek's Enterprise engine noise has been a recurring request. A slight problem delayed its release: our user interface had more sliders than it needed to recreate the sound! ;) So, instead of designing just an engine noise, we decided to throw some extra sounds and turn the engine noise into a fully featured intergalactic experience. This soundscape has all the background noises needed to immerse yourself in a classic Sci-Fi movie soundtrack. For the TOS fans, we even added those fluttery vintage synth tones, reminiscent of how the future was perceived like... back in the sixties! If you plan to listen to the soundscape for more than 24 hours in a row - there is a YouTube Video that has the engine sound playing for a full day - make sure to turn the Animate feature on! If you are after that exact same sound as the video - only without the YouTube distortion - try our White Noise generator instead, and this particular Star Trek Ambient Engine Noise setting. Live Long and Prosper. ",Warp Speed,https://mynoise.net/NoiseMachines/spaceshipNoiseGenerator.php,"Warp Speed
The Soundscape for Science Fiction fans Star Trek's Enterprise engine noise has been a recurring request. A slight problem delayed its release: our user interface had more sliders than it needed to recreate the sound! ;) So, instead of designing just an engine noise, we decided to throw some extra sounds and turn the engine noise into a fully featured intergalactic experience. This soundscape has all the background noises needed to immerse yourself in a classic Sci-Fi movie soundtrack. For the TOS fans, we even added those fluttery vintage synth tones, reminiscent of how the future was perceived like... back in the sixties! If you plan to listen to the soundscape for more than 24 hours in a row - there is a YouTube Video that has the engine sound playing for a full day - make sure to turn the Animate feature on! If you are after that exact same sound as the video - only without the YouTube distortion - try our White Noise generator instead, and this particular Star Trek Ambient Engine Noise setting. Live Long and Prosper. ","Скорость Варпа 
Звуковой для научно-фантастических поклонников Звездного пути Энтерпрайз шум двигателя был регулярный запрос. Небольшая проблема с задержкой релиза: наш пользовательский интерфейс было больше ползунков, чем это необходимо для воссоздания звука! ;) Так, вместо того, чтобы разрабатывать только шум двигателя, мы решили выбросить некоторые лишние звуки и включите шум двигателя в полнофункциональный межгалактический опыт. Это звучание имеет все фоновые шумы, необходимо погрузиться в классический научно-фантастический фильм саундтрек. Для любителей ТОС, мы даже добавили этих милых винтажных синтезаторов тона, напоминающие о том, как будущее воспринималось как... обратно в шестидесятые! Если вы планируете слушать звучание более 24 часов подряд - есть в Ютубе видео, что звук двигателя играет на полный день - обязательно включить функцию анимации на! Если вы после этого точно такой же звук как на видео - только без искажения на YouTube - попробуйте наш генератор белого шума, и это особенно Стартрек окружающего шума двигателя установка. Живите долго и процветайте. "
59,CODEBREAKER,https://mynoise.net/Data/CODEBREAKER/bg.jpg,"Patternscapes Patternscapes rely on recurring sounds, but without a defined rhythm or tempo. Patternscapes give your mind something to focus on, while making it virtually impossible to concentrate on something else. Therefore, they are ideal for washing your daily worries away. Patternscapes are haunting, and offer a pronounced hypnotic character. ",Code Breaker,https://mynoise.net/NoiseMachines/codeBreakerNoiseGenerator.php,"Code Breaker
Patternscapes Patternscapes rely on recurring sounds, but without a defined rhythm or tempo. Patternscapes give your mind something to focus on, while making it virtually impossible to concentrate on something else. Therefore, they are ideal for washing your daily worries away. Patternscapes are haunting, and offer a pronounced hypnotic character. ","Код Выключателя 
Patternscapes Patternscapes опереться на повторяющиеся звуки, но без определенного ритма или темпа. Patternscapes дать ваш ум сосредоточится на чем-то, пока что практически невозможно сконцентрироваться на чем-то другом. Поэтому они идеально подходят для стирки ваших ежедневных забот. Patternscapes бродит, и предлагаем выраженным гипнотическим характером. "
60,STEELMILL,https://mynoise.net/Data/STEELMILL/bg.jpg,"Heat Waves Welcome to one of the last integrated steel mills active in Belgium. Here, steel is produced from raw materials – iron ore and coal – and then transformed into final products, such as rolled steel strips and automotive parts. An integrated steel mill has several sections. Briefly, the coking plant converts coal into the metallurgical coke required to fuel the furnace. This furnace turns ore into hot liquid iron. The liquid iron is transported to the steel shop and converted into liquid steel, then cast into steel slabs. The hot strip mill rolls out these incandescent slabs into rolled steel plates. Once cooled down, the plates are transformed into finished products by the cold rolling mill, and further refined using varied cutting, pressing and welding machines. This interactive noise generator has been recorded at various locations within the ArcelorMittal facility in Ghent. This mill is known worldwide in the steel industry for its high efficiency and low pollution. ",Steel Mill,https://mynoise.net/NoiseMachines/steelMillNoiseGenerator.php,"Steel Mill
Heat Waves Welcome to one of the last integrated steel mills active in Belgium. Here, steel is produced from raw materials – iron ore and coal – and then transformed into final products, such as rolled steel strips and automotive parts. An integrated steel mill has several sections. Briefly, the coking plant converts coal into the metallurgical coke required to fuel the furnace. This furnace turns ore into hot liquid iron. The liquid iron is transported to the steel shop and converted into liquid steel, then cast into steel slabs. The hot strip mill rolls out these incandescent slabs into rolled steel plates. Once cooled down, the plates are transformed into finished products by the cold rolling mill, and further refined using varied cutting, pressing and welding machines. This interactive noise generator has been recorded at various locations within the ArcelorMittal facility in Ghent. This mill is known worldwide in the steel industry for its high efficiency and low pollution. ","Металлургический Комбинат
Тепло волнами Добро пожаловать в один из последних металлургических комбинатов, действующих в Бельгии. Здесь стали производится из сырья – железной руды и угля – и затем преобразуется в конечные продукты, такие как проката полосы и автомобильными деталями. Интегрированный металлургический комбинат имеет несколько разделов. Кратко, коксохимического завода, преобразует угля в металлургический Кокс, необходимый для топлива печи. Эта печь превращает руду в горячий жидкий чугун. Жидкого чугуна транспортируется в сталелитейном цехе и превращаться в жидкую сталь, то чугун в сталь слябы. Горячей прокатки рулоны из этих слябов накаливания в пластин электротехнической стали. После охлаждения пластины превращаются в готовую продукцию путем холодной прокатки, и дополнительно уточнены с помощью разнообразных резки, прессования и сварки. Этот интерактивный генератор шума был записан в различных местах в АрселорМиттал объекта в Гент. Этот завод известен во всем мире в металлургической промышленности для его высокой эффективностью и низким уровнем загрязнения. "
61,LAUNDROMAT,https://mynoise.net/Data/LAUNDROMAT/bg.jpg,"Laundry Noise from Hell People are always welcome to suggest new noises to me, although I can't promise to implement them all. Suggestions are always inspiring, but sometimes strange to me. Those strange requests become even more puzzling, when they become recurrent. All that is left for me to do then, is to implement them as new soundscapes, and wait for user testimonials to appear and provide me with an answer about their use. When Frank Hell - a regular to this website - suggested a laundromat soundscape, it was the third time such a request came to me. I could have told him to go to hell (pun intended), but instead, I told Hell to go to the laundromat, equipped with some portable audio recording equipment made available to him. He did complete the work brilliantly. Thank you, Frank! It is always nice to be able to rely on people who not only have suggestions, but kindly offer to participate in the quest to record these sounds too (a word to the wise, here). ",Laundromat,https://mynoise.net/NoiseMachines/laundromatNoiseGenerator.php,"Laundromat
Laundry Noise from Hell People are always welcome to suggest new noises to me, although I can't promise to implement them all. Suggestions are always inspiring, but sometimes strange to me. Those strange requests become even more puzzling, when they become recurrent. All that is left for me to do then, is to implement them as new soundscapes, and wait for user testimonials to appear and provide me with an answer about their use. When Frank Hell - a regular to this website - suggested a laundromat soundscape, it was the third time such a request came to me. I could have told him to go to hell (pun intended), but instead, I told Hell to go to the laundromat, equipped with some portable audio recording equipment made available to him. He did complete the work brilliantly. Thank you, Frank! It is always nice to be able to rely on people who not only have suggestions, but kindly offer to participate in the quest to record these sounds too (a word to the wise, here). ","Прачечный аппарат
Шум прачечная из ада людям всегда рады предложить новое для меня шумы, хотя я не могу обещать, что все их реализовать. Предложения всегда вдохновляет, но иногда странно для меня. Эти странные запросы становятся еще более загадочным, когда они становятся повторяющимися. Все, что осталось для меня, чтобы сделать то, чтобы реализовать их в новых звуковых, и ждать отзывы пользователей и дать ответ об их использовании. Когда Фрэнк ад - регулярно на этот сайт - предлагается прачечный аппарат звуковой, уже в третий раз с такой просьбой пришел ко мне. Я мог бы сказать ему, чтобы идти к черту (простите за каламбур), но вместо этого, я сказал, Черт возьми, чтобы идти в прачечную, оборудованную некоторым портативным звукозаписывающим оборудованием, переданные в его распоряжение. Он блестяще завершить работу. Спасибо, Фрэнк! Это всегда приятно, чтобы иметь возможность опираться на людей, которые не только предложения, но любезно предложат поучаствовать в квесте, чтобы записать эти звуки тоже (слово к мудрым, здесь). "
62,BUDDHIST,https://mynoise.net/Data/BUDDHIST/bg.jpg,"Buddhist Chants from Mount Shigi, Japan Mount Shigi is located close to the city of Nara, Japan. It is believed to be the place where the Buddhist deity Bishamonten – patron of warriors and protector of the righteous – first appeared. There is a temple dedicated to Bishamonten at the foot of the mountain: Shigisan Gyokuzōin takes care of the Shingon Buddhist sect. When I arrived there, I was shown the way to the dormitory by a friendly and humble-looking monk. Later, I realized that he was the Grand Master of the temple, and a great singer too. This soundscape combines varied chants sung during the early morning fire ceremony, and during the Daihannya-Sutra that takes place every day in the main temple. Special thanks to the Grand Master, who kindly allowed me to make these recordings. ",Buddhist Ceremony,https://mynoise.net/NoiseMachines/buddhistTempleCeremonySoundscapeGenerator.php,"Buddhist Ceremony
Buddhist Chants from Mount Shigi, Japan Mount Shigi is located close to the city of Nara, Japan. It is believed to be the place where the Buddhist deity Bishamonten – patron of warriors and protector of the righteous – first appeared. There is a temple dedicated to Bishamonten at the foot of the mountain: Shigisan Gyokuzōin takes care of the Shingon Buddhist sect. When I arrived there, I was shown the way to the dormitory by a friendly and humble-looking monk. Later, I realized that he was the Grand Master of the temple, and a great singer too. This soundscape combines varied chants sung during the early morning fire ceremony, and during the Daihannya-Sutra that takes place every day in the main temple. Special thanks to the Grand Master, who kindly allowed me to make these recordings. ","Буддийская Церемония
Буддийские песнопения из Маунт-Шиги, Япония Гора Шиги расположен недалеко от города Нара, Япония. Считается, что место, где буддийские божества Вайшраваны на тебе – покровитель воинов и защитник праведных – впервые появились. Есть храм, посвященный Вайшраваны на тебе, у подножья горы: Сигисан Gyokuzōin заботится о буддийской секты Сингон. Когда я прибыл туда, мне показали дорогу в общем дружелюбный и скромного монаха. Позже я понял, что он был великим магистром храма, и великий певец тоже. Это звучание сочетает в себе разнообразный песнопений в ранние утренние священнодействие, и в Daihannya-сутра, что происходит каждый день в главном храме. Особая благодарность Великого магистра, который любезно позволил мне сделать эти записи. "
63,CABIN,https://mynoise.net/Data/CABIN/bg.jpg,"The noise, without the altitude You like our Fan Noise but want to try something bigger? What about the turbines of an aircraft? The steady sound present in the passenger's cabin is often felt as soothing and can help mute distracting or sudden noises. Without a boarding pass, enter the aircraft and choose your seat: economy is the best when it comes to noise! ",Aircraft Cabin Noise,https://mynoise.net/NoiseMachines/cabinNoiseGenerator.php,"Aircraft Cabin Noise
The noise, without the altitude You like our Fan Noise but want to try something bigger? What about the turbines of an aircraft? The steady sound present in the passenger's cabin is often felt as soothing and can help mute distracting or sudden noises. Without a boarding pass, enter the aircraft and choose your seat: economy is the best when it comes to noise! ","Авиационный Шум В Салоне 
Шума, без высоте вам нравится наш шум вентилятора, но хотите попробовать что-то большее? Насчет турбины самолета? Устойчивый звук присутствует в кабине пассажира часто ощущаются как успокаивающее и может помочь приглушить отвлекающие или внезапного шума. Без посадочного талона, введите самолетов и выбор места в салоне: экономики является лучшим, когда дело доходит до шума! "
64,PALMGARDEN2,https://mynoise.net/Data/PALMGARDEN2/bg.jpg,"The Sound of a Seguia by Night We've already visited Nkob's palm garden and introduced its seguia , the irrigation system that waters the date palm grove. But now we have returned to the exact same spot in the late evening, at the time of the last prayer call. The croaking and chirping of night-time critters has replaced the music of songbirds, and the warmest hours over the day have passed. After a long and exhausting day, this enchanting haven invites you to rest and meditate under a beautiful, starry night. ",Nocturnal Garden,https://mynoise.net/NoiseMachines/palmGardenAtNightSoundscapeGenerator.php,"Nocturnal Garden
The Sound of a Seguia by Night We've already visited Nkob's palm garden and introduced its seguia , the irrigation system that waters the date palm grove. But now we have returned to the exact same spot in the late evening, at the time of the last prayer call. The croaking and chirping of night-time critters has replaced the music of songbirds, and the warmest hours over the day have passed. After a long and exhausting day, this enchanting haven invites you to rest and meditate under a beautiful, starry night. ","Ночной Сад
Звук Seguia ночью мы уже побывали в городе нкоб пальмовый сад и познакомила ее seguia , систему орошения, вод дата пальмовую рощу. Но сейчас мы вернулись на то же самое место поздним вечером, во время последнего молитвенный призыв. Кваканье и стрекот ночной твари, заменил музыку певчих птиц, и теплые часы за день прошло. После долгого и утомительного дня, это чудесное место, где можно хорошо отдохнуть и помедитировать под красивая, звездная ночь. "
65,MAGIC_SIRENSONG,https://mynoise.net/Data/MAGIC_SIRENSONG/bg.jpg,"Discover our Magic Generator Series... for Patrons Only. You may have been amazed by a couple of myNoise sound generators before, but these ones will quite literally surprise you, always! Our Magic series is a bonus for the people who support this website. Every time the page loads, stems are blindly drawn from our large pool of high quality audio recordings, creating an ambience that is unique to this moment. ",Mermaids Calling,https://mynoise.net/NoiseMachines/magicSirenSongGenerator.php,"Mermaids Calling
Discover our Magic Generator Series... for Patrons Only. You may have been amazed by a couple of myNoise sound generators before, but these ones will quite literally surprise you, always! Our Magic series is a bonus for the people who support this website. Every time the page loads, stems are blindly drawn from our large pool of high quality audio recordings, creating an ambience that is unique to this moment. ","Русалки Призвание
Откройте для себя нашу серию волшебный генератор... для патронов только. Вы можете быть поражены несколько звуковых генераторов myNoise раньше, но они будут в буквальном смысле удивит вас, всегда! Наши волшебные серии-это бонус для людей, которые поддерживают этот сайт. Каждый раз при загрузке страницы, стебли слепо взяты из нашей большой бассейн из высококачественных аудиозаписей, создавая атмосферу, которая является уникальной на данный момент. "
66,FIREWORKS,https://mynoise.net/Data/FIREWORKS/bg.jpg,"Noisy Burning Flowers in the Night Sky Fireworks were invented in China, about two thousand years ago. At the origin, black powder − a mixture of saltpeter, charcoal, and sulfur probably invented by accident by a chef − was inserted in the hollow of a bamboo stick. This was thrown into a fire, after which the powder would ignite, and with the pressure building up, the bamboo tube would blast apart emitting a loud bang. Such a powerful sound was believed to scare off evil spirits, and fire crackers naturally started to accompany religious rituals. By the fifteenth century, fireworks were a traditional part of many other celebrations, such as weddings and special occasions. Today, celebrating the New Year represents the most popular time for fireworks across the world! This soundscape can be used to desensitize your dog or cat to the sound of fireworks. ",Fireworks,https://mynoise.net/NoiseMachines/fireworksNoiseGenerator.php,"Fireworks
Noisy Burning Flowers in the Night Sky Fireworks were invented in China, about two thousand years ago. At the origin, black powder − a mixture of saltpeter, charcoal, and sulfur probably invented by accident by a chef − was inserted in the hollow of a bamboo stick. This was thrown into a fire, after which the powder would ignite, and with the pressure building up, the bamboo tube would blast apart emitting a loud bang. Such a powerful sound was believed to scare off evil spirits, and fire crackers naturally started to accompany religious rituals. By the fifteenth century, fireworks were a traditional part of many other celebrations, such as weddings and special occasions. Today, celebrating the New Year represents the most popular time for fireworks across the world! This soundscape can be used to desensitize your dog or cat to the sound of fireworks. ","Фейерверк
Шумно горят цветы в ночном небе фейерверки были изобретены в Китае, около двух тысяч лет назад. В происхождении, черный порох − смесь калиевой селитры, древесного угля и серы, вероятно, был случайно придуман шеф-повар − был вставлен в полой бамбуковой палкой. Это было брошено в огонь, после чего порошок может загореться, и с высоким давлением, бамбуковые трубки взрыва кроме испуская громкий хлопок. Такой мощный звук, как считалось, отпугивает злых духов, и фейерверки, естественно, начали сопровождать религиозные ритуалы. К пятнадцатому веку, фейерверки были традиционной частью многих других торжеств, таких как свадьбы и особых случаев. Сегодня Празднование Нового года-это самое популярное время для фейерверков по всему миру! Это звучание может быть использован, чтобы уменьшить чувствительность вашей собаки или кошки на звуки фейерверка. "
67,CUSTOM_ALCHEMIST,https://mynoise.net/Data/CUSTOM_ALCHEMIST/bg.jpg,"A Sorcerer's Workshop The apprentice is taking notes, while the master is carefully checking the alembics brewing those unstable poisons. This soundscape is a good example of what composite generators can do for you. The Alchemist Workshop is drawing its stems from other generators on this site, such as the examination classroom, the Polders windmill, our subaquatic soundscape, the clock workshop and more... There is even a slider coming from myNoise's fish tank :) With a little imagination and patience, it is possible to create your own composite soundscape: look at the side column for further instructions. ",RPG Alchemist Lab,https://mynoise.net/NoiseMachines/customAlchemistWorkshop.php,"RPG Alchemist Lab
A Sorcerer's Workshop The apprentice is taking notes, while the master is carefully checking the alembics brewing those unstable poisons. This soundscape is a good example of what composite generators can do for you. The Alchemist Workshop is drawing its stems from other generators on this site, such as the examination classroom, the Polders windmill, our subaquatic soundscape, the clock workshop and more... There is even a slider coming from myNoise's fish tank :) With a little imagination and patience, it is possible to create your own composite soundscape: look at the side column for further instructions. ","РПГ лаборатория алхимика 
Мастерская мага ученик заметок, в то время как мастер тщательно проверяет аламбиков заваривать те нестабильные ядов. Эта звуковая среда является хорошим примером того, что составные генераторы могут сделать для вас. Алхимик мастерская рисование связано с другими генераторами на этом сайте, такие, как экспертиза классе, польдеров мельница, наш подводный звуковой, часы мастерская и многое другое... есть даже ползунок идет от myNoise аквариум :) с немного фантазии и терпения, можно создать свой собственный композитный звуковой: посмотри на обратной стороне колонны для получения дальнейших инструкций. "
68,TWILIGHT,https://mynoise.net/Data/TWILIGHT/bg.jpg,"Sometimes Magic happens... Creating a soundscape for myNoise is always a challenge. One does not know how it will sound until all the individual sounds are completed, and loaded into a prototype page. This final stage is exciting. Countless hours have been spent refining the individual sounds, but the final verdict is almost instant. Once in a while, magic happens: the soundscape transcends the sum of its parts. Although the sound itself is made in many layers, it suddenly behaves as one single, almost living, sonic entity. And when it talks to you emotionally, you then know you have a keeper. Auditory stimuli are particularly strong in inducing emotions. This probably dates back to our primal life, when our hearing sense was closely related to the survival of our species. The current soundscape is not only one of the keepers, but a very good example of what a sound is capable of achieving in terms of emotional resonances. Emotional resonances are very personal. They depend on your current state of mind, but also on what you have been through during your life, so far. Sound can deeply affect the perception of both our inner and outer environments. Therefore, it can be used to effectively treat a surprising range of health challenges, such as depression, panic disorder, social anxiety, chronic pain, and insomnia, to cite a few. This soundscape is particularly powerful in creating such a perceptual shift. As you listen to it, you will feel a change within you. You are in a passageway waiting for something to happen. As you build anticipation, you have a feeling that it will happen. Actually, it already has, slowly, but tangibly. Maybe it is a change in your life. Maybe it is the end of your problems, or the beginning of the end. Or maybe it is something rejuvenating your soul. ",Twilight,https://mynoise.net/NoiseMachines/twilightSoundscapeGenerator.php,"Twilight
Sometimes Magic happens... Creating a soundscape for myNoise is always a challenge. One does not know how it will sound until all the individual sounds are completed, and loaded into a prototype page. This final stage is exciting. Countless hours have been spent refining the individual sounds, but the final verdict is almost instant. Once in a while, magic happens: the soundscape transcends the sum of its parts. Although the sound itself is made in many layers, it suddenly behaves as one single, almost living, sonic entity. And when it talks to you emotionally, you then know you have a keeper. Auditory stimuli are particularly strong in inducing emotions. This probably dates back to our primal life, when our hearing sense was closely related to the survival of our species. The current soundscape is not only one of the keepers, but a very good example of what a sound is capable of achieving in terms of emotional resonances. Emotional resonances are very personal. They depend on your current state of mind, but also on what you have been through during your life, so far. Sound can deeply affect the perception of both our inner and outer environments. Therefore, it can be used to effectively treat a surprising range of health challenges, such as depression, panic disorder, social anxiety, chronic pain, and insomnia, to cite a few. This soundscape is particularly powerful in creating such a perceptual shift. As you listen to it, you will feel a change within you. You are in a passageway waiting for something to happen. As you build anticipation, you have a feeling that it will happen. Actually, it already has, slowly, but tangibly. Maybe it is a change in your life. Maybe it is the end of your problems, or the beginning of the end. Or maybe it is something rejuvenating your soul. ","Сумерки
Иногда происходит волшебство... создание звуковой для myNoise-это всегда вызов. Никто не знает, как оно будет звучать, пока все отдельные звуки, а загрузка страницы прототипа. Этот заключительный этап является захватывающим. Бесчисленные часы были потрачены уточнения отдельных звуков, но окончательный вердикт практически мгновенно. Время от времени происходит волшебство: звуковой превосходит сумму своих частей. Хотя сам звук состоит из многих слоев, он вдруг ведет себя как единый, почти живых, Соник сущности. И когда она разговаривает с вами эмоционально, вы тогда знаете, что у вас кипер. Слуховые раздражители, особенно сильны в вызывая эмоции. Это, вероятно, восходит к первобытному жизни, когда наше чувство слуха тесно связано с выживания нашего вида. Нынешний звуковой является не только одним из Хранителей, но очень хороший пример того, что звук может достичь с точки зрения эмоциональных резонансов. Эмоциональные резонансы очень личное. Они зависят от вашего текущего состояния ума, а также о том, что вы прошли через в вашей жизни, до сих пор. Звук может глубоко повлиять на восприятие нашей внутренней и внешней средой. Поэтому он может быть использован для эффективного лечения удивительную спектр проблем здоровья, таких как депрессия, паническое расстройство, социофобия, хронической боли и бессонницы, привести несколько. Эта звуковая среда является особенно мощной в создании такой сдвиг восприятия. Как вы слушаете это, вы почувствуете изменения внутри вас. Вы находитесь в проход, ожидая, что произойдет. Как вы строите ожидание, у вас есть ощущение, что это произойдет. На самом деле, у него уже есть, медленно, но ощутимо. Может быть, это изменение в вашей жизни. Может быть, это конец ваших проблем, или начало конца. Или, может быть, это что-то омолаживающее вашей души. "
69,CARINTERIOR,https://mynoise.net/Data/CARINTERIOR/bg.jpg,"Sleeping in the driver's seat now allowed! The ambience of a car's interior has been a recurring request for many years, both the sound of a moving car, and the sound inside a car when it is raining outside. A car ride represents for many a relaxing experience, often associated with sleep. It probably dates back to when we were children, falling asleep in the back seat during one of those too-long return trips, late at night. As for the rain, it does indeed have a particular sound when you are in the car. It's not only about that different sound when it hits the windshield, but also that feeling you get when your car suddenly becomes a little shelter with all the comfort you need on a rainy day. This soundscape provides both. Enjoy! ",Car Interior,https://mynoise.net/NoiseMachines/carInteriorSoundscapeGenerator.php,"Car Interior
Sleeping in the driver's seat now allowed! The ambience of a car's interior has been a recurring request for many years, both the sound of a moving car, and the sound inside a car when it is raining outside. A car ride represents for many a relaxing experience, often associated with sleep. It probably dates back to when we were children, falling asleep in the back seat during one of those too-long return trips, late at night. As for the rain, it does indeed have a particular sound when you are in the car. It's not only about that different sound when it hits the windshield, but also that feeling you get when your car suddenly becomes a little shelter with all the comfort you need on a rainy day. This soundscape provides both. Enjoy! ","Интерьер Автомобиля 
Спать на водительском месте теперь разрешено! Атмосфера в салоне автомобиля был регулярный запрос в течение многих лет, как звук движущейся машины, а звук в автомобиле, когда идет дождь снаружи. Прокатит автомобилей представляет для многих расслабляющий опыт, часто связанные со сном. Это, вероятно, восходит к тому, когда мы были детьми, засыпая на заднем сиденье во время одного из тех, кто слишком долго возврате путевки, поздно ночью. Что касается дождя, он действительно имеет определенный звук, когда вы находитесь в автомобиле. Речь идет не только о том, что другой звук, когда она попадает на лобовое стекло, но и это чувство вы получаете, когда ваш автомобиль вдруг становится небольшой шалаш со всеми удобствами вам нужно в дождливый день. Этот звуковой предоставляет. Наслаждайтесь! "
